num,sitename,lon,lat
1958,WMO47058,125.78,39.03
1959,WMO47069,125.70,38.03
1960,WMO47090,128.60,38.20
1961,WMO47101,127.73,37.90
1962,WMO47105,128.90,37.75
1963,WMO47108,126.97,37.57
1964,WMO47112,126.63,37.48
1965,WMO47115,130.90,37.48
1966,WMO47119,126.98,37.27
1967,WMO47129,126.45,36.78
1968,WMO47130,129.42,36.98
1969,WMO47131,127.43,36.63
1970,WMO47133,127.40,36.30
1971,WMO47135,128.00,36.22
1972,WMO47138,129.38,36.03
1973,WMO47140,126.70,35.98
1974,WMO47143,128.62,35.88
1975,WMO47146,127.15,35.82
1976,WMO47152,129.32,35.55
1977,WMO47156,126.92,35.13
1978,WMO47159,129.03,35.10
1979,WMO47162,128.43,34.83
1980,WMO47165,126.38,34.78
1981,WMO47168,127.73,34.73
1982,WMO47184,126.53,33.52
1983,WMO47189,126.57,33.23
1984,WMO47192,128.08,35.18
1985,WMO47401,141.68,45.42
1986,WMO47412,141.33,43.05
1987,WMO47420,145.58,43.33
1988,WMO47426,142.78,42.17
1989,WMO47582,140.10,39.72
1990,WMO47590,140.90,38.27
1991,WMO47600,136.90,37.38
1992,WMO47648,140.85,35.72
1993,WMO47662,139.77,35.68
1994,WMO47678,139.78,33.10
1995,WMO47740,133.33,36.20
1996,WMO47778,135.77,33.45
1997,WMO47807,130.38,33.58
1998,WMO47827,130.55,31.57
1999,WMO47843,128.83,32.70
2000,WMO47898,133.02,32.72
2001,WMO47909,129.50,28.38
2002,WMO47918,124.17,24.33
2003,WMO47936,127.68,26.23
2004,WMO47945,131.23,25.83
2005,WMO47971,142.18,27.08
2006,WMO47991,153.97,24.30
2007,WMO48008,97.40,25.37
2008,WMO48018,96.33,24.17
2009,WMO48019,97.20,24.27
2010,WMO48035,97.75,22.93
2011,WMO48042,96.10,21.98
2012,WMO48053,95.83,20.83
2013,WMO48057,97.05,20.78
2014,WMO48060,99.62,21.30
2015,WMO48062,92.88,20.13
2016,WMO48071,93.55,19.42
2017,WMO48077,95.22,18.80
2018,WMO48078,96.47,18.92
2019,WMO48080,94.35,18.47
2020,WMO48094,94.77,16.77
2021,WMO48096,96.18,16.90
2022,WMO48099,97.67,16.75
2023,WMO48107,97.87,15.25
2024,WMO48108,98.22,14.10
2025,WMO48112,98.58,9.97
2026,WMO48300,97.83,19.30
2027,WMO48303,99.83,19.88
2028,WMO48327,98.98,18.78
2029,WMO48330,100.17,18.17
2030,WMO48331,100.77,18.77
2031,WMO48351,100.10,17.62
2032,WMO48353,101.73,17.45
2033,WMO48356,104.13,17.15
2034,WMO48375,98.55,16.67
2035,WMO48378,100.27,16.82
2036,WMO48379,101.15,16.43
2037,WMO48381,102.83,16.43
2038,WMO48383,104.72,16.53
2039,WMO48400,100.17,15.80
2040,WMO48407,104.87,15.25
2041,WMO48431,102.08,14.97
2042,WMO48432,103.50,14.88
2043,WMO48456,100.60,13.92
2044,WMO48462,102.58,13.70
2045,WMO48480,102.12,12.60
2046,WMO48500,99.80,11.80
2047,WMO48517,99.18,10.48
2048,WMO48551,99.35,9.12
2049,WMO48565,98.30,8.10
2050,WMO48567,99.63,7.52
2051,WMO48569,100.42,6.93
2052,WMO48583,101.82,6.42
2053,WMO48601,100.27,5.30
2054,WMO48615,102.28,6.17
2055,WMO48620,100.70,4.22
2056,WMO48647,101.55,3.12
2057,WMO48657,103.22,3.78
2058,WMO48665,102.25,2.27
2059,WMO48820,105.80,21.02
2060,WMO48826,106.63,20.80
2061,WMO48839,107.72,20.13
2062,WMO48845,105.67,18.70
2063,WMO48855,108.18,16.03
2064,WMO48870,109.22,13.77
2065,WMO48877,109.20,12.25
2066,WMO48887,108.10,10.93
2067,WMO48900,106.67,10.82
2068,WMO48914,105.17,9.17
2069,WMO48918,106.58,8.70
2070,WMO48930,102.13,19.88
2071,WMO48940,102.52,17.95
2072,WMO48955,105.78,15.12
2073,WMO50136,122.37,53.47
2074,WMO50353,126.65,51.72
2075,WMO50434,121.47,50.50
2076,WMO50468,127.45,50.25
2077,WMO50527,119.75,49.22
2078,WMO50548,123.72,49.20
2079,WMO50557,125.23,49.17
2080,WMO50564,127.35,49.43
2081,WMO50603,116.82,48.67
2082,WMO50632,121.92,48.77
2083,WMO50658,125.88,48.05
2084,WMO50727,119.95,47.17
2085,WMO50745,123.92,47.38
2086,WMO50756,126.97,47.43
2087,WMO50774,128.90,47.72
2088,WMO50788,131.98,47.23
2089,WMO50844,123.42,46.40
2090,WMO50854,125.32,46.38
2091,WMO50888,132.18,46.32
2092,WMO50915,116.97,45.52
2093,WMO50949,124.83,45.12
2094,WMO50953,126.62,45.68
2095,WMO50963,128.73,45.97
2096,WMO50968,127.97,45.22
2097,WMO50978,130.95,45.28
2098,WMO50983,132.97,45.77
2099,WMO51053,86.35,48.05
2100,WMO51076,88.08,47.73
2101,WMO51087,89.52,46.98
2102,WMO51133,83.00,46.73
2103,WMO51156,85.72,46.78
2104,WMO51243,84.85,45.60
2105,WMO51288,90.53,45.37
2106,WMO51334,82.90,44.62
2107,WMO51379,89.57,44.02
2108,WMO51431,81.33,43.95
2109,WMO51463,87.62,43.78
2110,WMO51467,86.33,42.67
2111,WMO51495,91.63,43.48
2112,WMO51542,84.15,43.03
2113,WMO51573,89.20,42.93
2114,WMO51644,82.95,41.72
2115,WMO51656,86.13,41.75
2116,WMO51709,75.98,39.47
2117,WMO51711,78.45,40.93
2118,WMO51716,78.57,39.80
2119,WMO51730,81.05,40.50
2120,WMO51765,87.70,40.63
2121,WMO51777,88.17,39.03
2122,WMO51811,77.27,38.43
2123,WMO51818,78.28,37.62
2124,WMO51828,79.93,37.13
2125,WMO51848,83.65,37.93
2126,WMO51886,90.22,38.35
2127,WMO52118,94.70,43.27
2128,WMO52203,93.52,42.82
2129,WMO52267,101.07,41.95
2130,WMO52323,96.88,41.58
2131,WMO52378,102.37,41.37
2132,WMO52418,94.68,40.15
2133,WMO52436,97.03,40.27
2134,WMO52495,104.50,40.75
2135,WMO52533,98.48,39.77
2136,WMO52602,93.38,38.83
2137,WMO52652,100.43,38.93
2138,WMO52681,103.08,38.63
2139,WMO52713,95.37,37.85
2140,WMO52737,97.37,37.37
2141,WMO52754,100.13,37.33
2142,WMO52787,102.87,37.20
2143,WMO52818,94.90,36.42
2144,WMO52836,98.10,36.30
2145,WMO52866,101.77,36.62
2146,WMO52889,103.88,36.05
2147,WMO52908,93.08,35.22
2148,WMO52957,100.65,35.27
2149,WMO52996,105.00,35.38
2150,WMO53068,112.00,43.65
2151,WMO53083,114.15,44.62
2152,WMO53149,110.13,42.53
2153,WMO53192,114.95,44.02
2154,WMO53231,106.38,41.45
2155,WMO53276,112.90,42.40
2156,WMO53336,108.52,41.57
2157,WMO53352,110.43,41.70
2158,WMO53391,114.00,41.90
2159,WMO53463,111.68,40.82
2160,WMO53480,113.07,41.03
2161,WMO53487,113.33,40.10
2162,WMO53502,105.75,39.78
2163,WMO53513,107.40,40.77
2164,WMO53529,107.98,39.10
2165,WMO53543,109.98,39.83
2166,WMO53564,111.15,39.38
2167,WMO53588,113.53,39.03
2168,WMO53593,114.57,39.83
2169,WMO53614,106.22,38.48
2170,WMO53646,109.70,38.23
2171,WMO53673,112.70,38.75
2172,WMO53698,114.43,38.07
2173,WMO53705,105.67,37.48
2174,WMO53723,107.40,37.78
2175,WMO53764,111.10,37.50
2176,WMO53772,112.55,37.78
2177,WMO53787,112.98,37.07
2178,WMO53798,114.50,37.07
2179,WMO53845,109.50,36.60
2180,WMO53863,111.93,37.05
2181,WMO53898,114.37,36.12
2182,WMO53915,106.68,35.55
2183,WMO53923,107.63,35.73
2184,WMO53959,111.02,35.03
2185,WMO53975,112.40,35.48
2186,WMO54012,117.60,44.58
2187,WMO54026,120.90,44.57
2188,WMO54027,119.40,43.98
2189,WMO54049,123.97,44.25
2190,WMO54094,129.60,44.57
2191,WMO54096,131.15,44.38
2192,WMO54102,116.07,43.95
2193,WMO54115,118.07,43.60
2194,WMO54135,122.27,43.60
2195,WMO54157,124.33,43.18
2196,WMO54161,125.22,43.90
2197,WMO54186,128.20,43.37
2198,WMO54208,116.47,42.18
2199,WMO54218,118.97,42.27
2200,WMO54226,120.70,42.33
2201,WMO54236,122.53,42.42
2202,WMO54259,124.95,42.10
2203,WMO54273,126.75,42.98
2204,WMO54292,129.47,42.88
2205,WMO54308,116.53,41.20
2206,WMO54311,117.75,41.93
2207,WMO54324,120.45,41.55
2208,WMO54337,121.12,41.13
2209,WMO54342,123.43,41.77
2210,WMO54374,126.92,41.72
2211,WMO54377,126.15,41.10
2212,WMO54386,128.17,41.35
2213,WMO54401,114.88,40.78
2214,WMO54405,115.50,40.40
2215,WMO54423,117.83,40.97
2216,WMO54436,118.88,40.40
2217,WMO54471,122.20,40.67
2218,WMO54483,123.90,40.88
2219,WMO54493,124.78,40.72
2220,WMO54497,124.33,40.05
2221,WMO54511,116.47,39.80
2222,WMO54527,117.17,39.10
2223,WMO54534,118.17,39.63
2224,WMO54539,118.90,39.42
2225,WMO54587,123.22,39.05
2226,WMO54602,115.57,38.83
2227,WMO54616,116.92,38.33
2228,WMO54656,120.77,38.17
2229,WMO54662,121.63,38.90
2230,WMO54714,116.32,37.43
2231,WMO54725,117.53,37.50
2232,WMO54753,120.32,37.62
2233,WMO54776,122.68,37.40
2234,WMO54808,115.58,36.03
2235,WMO54823,116.98,36.68
2236,WMO54826,117.10,36.25
2237,WMO54836,118.15,36.18
2238,WMO54843,119.08,36.70
2239,WMO54857,120.33,36.07
2240,WMO54863,121.17,36.77
2241,WMO54906,115.43,35.25
2242,WMO54916,116.85,35.57
2243,WMO54938,118.35,35.05
2244,WMO54945,119.53,35.38
2245,WMO55228,80.08,32.50
2246,WMO55279,90.02,31.37
2247,WMO55299,92.07,31.48
2248,WMO55472,88.63,30.95
2249,WMO55578,88.88,29.25
2250,WMO55591,91.13,29.67
2251,WMO55664,87.08,28.63
2252,WMO55696,92.47,28.42
2253,WMO55773,89.08,27.73
2254,WMO56004,92.43,34.22
2255,WMO56018,95.30,32.90
2256,WMO56021,95.48,34.55
2257,WMO56029,97.02,33.02
2258,WMO56033,98.22,34.92
2259,WMO56046,99.65,33.75
2260,WMO56065,101.57,34.20
2261,WMO56079,102.97,33.58
2262,WMO56080,102.90,35.00
2263,WMO56096,104.92,33.40
2264,WMO56106,93.78,31.90
2265,WMO56116,95.60,31.42
2266,WMO56137,97.17,31.15
2267,WMO56146,100.00,31.62
2268,WMO56172,102.23,31.90
2269,WMO56193,104.52,32.42
2270,WMO56247,99.10,30.00
2271,WMO56257,100.27,30.00
2272,WMO56294,104.02,30.67
2273,WMO56312,94.47,29.57
2274,WMO56374,101.95,30.05
2275,WMO56385,103.33,29.52
2276,WMO56444,98.90,28.50
2277,WMO56462,101.50,29.00
2278,WMO56492,104.60,28.80
2279,WMO56571,102.27,27.90
2280,WMO56651,100.43,26.87
2281,WMO56671,102.25,26.65
2282,WMO56691,104.28,26.87
2283,WMO56739,98.48,25.12
2284,WMO56751,100.18,25.70
2285,WMO56768,101.53,25.02
2286,WMO56778,102.68,25.02
2287,WMO56786,103.83,25.58
2288,WMO56838,97.83,24.02
2289,WMO56945,99.08,23.57
2290,WMO56951,100.22,23.95
2291,WMO56954,99.93,22.57
2292,WMO56964,101.40,22.67
2293,WMO56966,101.98,23.60
2294,WMO56969,101.58,21.50
2295,WMO56985,103.38,23.38
2296,WMO57006,105.75,34.58
2297,WMO57016,107.13,34.35
2298,WMO57036,108.93,34.30
2299,WMO57046,110.08,34.48
2300,WMO57067,111.03,34.05
2301,WMO57073,112.42,34.67
2302,WMO57083,113.65,34.72
2303,WMO57127,107.03,33.07
2304,WMO57178,112.58,33.03
2305,WMO57193,114.52,33.78
2306,WMO57237,108.03,32.07
2307,WMO57245,109.03,32.72
2308,WMO57259,110.77,32.03
2309,WMO57265,111.67,32.38
2310,WMO57279,112.67,32.15
2311,WMO57290,114.03,32.98
2312,WMO57297,114.08,32.12
2313,WMO57306,105.97,31.58
2314,WMO57328,107.50,31.20
2315,WMO57348,109.50,31.05
2316,WMO57378,112.57,31.17
2317,WMO57399,114.97,31.18
2318,WMO57411,106.08,30.80
2319,WMO57426,107.80,30.68
2320,WMO57447,109.37,30.27
2321,WMO57461,111.08,30.70
2322,WMO57476,112.08,30.40
2323,WMO57494,114.07,30.63
2324,WMO57515,106.48,29.52
2325,WMO57554,110.17,29.40
2326,WMO57584,113.08,29.38
2327,WMO57598,114.57,29.03
2328,WMO57622,107.15,28.95
2329,WMO57633,108.77,28.83
2330,WMO57655,110.40,28.47
2331,WMO57662,111.68,29.05
2332,WMO57679,113.08,28.20
2333,WMO57707,105.23,27.30
2334,WMO57713,106.88,27.70
2335,WMO57745,109.68,27.45
2336,WMO57766,111.47,27.23
2337,WMO57776,112.70,27.30
2338,WMO57793,114.38,27.80
2339,WMO57799,114.97,27.12
2340,WMO57816,106.72,26.58
2341,WMO57832,108.67,26.97
2342,WMO57845,109.78,26.17
2343,WMO57853,110.63,26.73
2344,WMO57866,111.62,26.23
2345,WMO57902,105.18,25.43
2346,WMO57932,108.53,25.97
2347,WMO57957,110.30,25.33
2348,WMO57972,113.03,25.80
2349,WMO57993,114.95,25.85
2350,WMO58027,117.30,34.28
2351,WMO58040,119.13,34.83
2352,WMO58102,115.77,33.88
2353,WMO58144,119.03,33.60
2354,WMO58150,120.25,33.77
2355,WMO58203,115.83,32.93
2356,WMO58208,115.67,32.17
2357,WMO58221,117.37,32.95
2358,WMO58238,118.80,32.00
2359,WMO58251,120.30,32.85
2360,WMO58265,121.60,32.07
2361,WMO58314,116.33,31.40
2362,WMO58321,117.23,31.87
2363,WMO58334,118.35,31.33
2364,WMO58345,119.48,31.43
2365,WMO58367,121.43,31.17
2366,WMO58424,117.05,30.53
2367,WMO58437,118.15,30.13
2368,WMO58445,119.42,30.35
2369,WMO58457,120.17,30.23
2370,WMO58472,122.45,30.73
2371,WMO58477,122.12,30.03
2372,WMO58506,115.98,29.58
2373,WMO58527,117.20,29.30
2374,WMO58556,120.82,29.60
2375,WMO58569,121.95,29.20
2376,WMO58606,115.92,28.60
2377,WMO58633,118.87,28.97
2378,WMO58646,119.92,28.45
2379,WMO58653,120.92,28.82
2380,WMO58659,120.67,28.02
2381,WMO58666,121.88,28.45
2382,WMO58715,116.65,27.58
2383,WMO58725,117.43,27.33
2384,WMO58726,117.83,27.95
2385,WMO58731,118.53,27.92
2386,WMO58754,120.20,27.33
2387,WMO58813,116.33,26.85
2388,WMO58834,118.17,26.65
2389,WMO58847,119.28,26.08
2390,WMO58849,119.93,26.17
2391,WMO58853,120.70,27.00
2392,WMO58911,116.37,25.85
2393,WMO58921,117.35,25.97
2394,WMO58927,117.02,25.10
2395,WMO58931,118.10,25.72
2396,WMO58944,119.78,25.52
2397,WMO58965,121.22,25.05
2398,WMO58968,121.52,25.03
2399,WMO58974,122.07,25.63
2400,WMO59007,105.07,24.07
2401,WMO59023,108.05,24.70
2402,WMO59046,109.40,24.35
2403,WMO59058,110.52,24.20
2404,WMO59072,112.38,24.78
2405,WMO59082,113.58,24.80
2406,WMO59087,113.53,23.87
2407,WMO59096,114.48,24.37
2408,WMO59102,115.65,24.95
2409,WMO59117,116.12,24.30
2410,WMO59134,118.07,24.45
2411,WMO59158,120.68,24.15
2412,WMO59209,105.95,23.30
2413,WMO59211,106.60,23.90
2414,WMO59254,110.08,23.40
2415,WMO59265,111.30,23.48
2416,WMO59278,112.47,23.05
2417,WMO59287,113.32,23.13
2418,WMO59293,114.68,23.73
2419,WMO59316,116.68,23.40
2420,WMO59345,119.57,23.52
2421,WMO59358,120.22,23.00
2422,WMO59362,121.62,24.02
2423,WMO59417,106.75,22.37
2424,WMO59431,108.35,22.82
2425,WMO59456,110.93,22.35
2426,WMO59493,114.10,22.55
2427,WMO59501,115.37,22.78
2428,WMO59559,120.75,22.00
2429,WMO59562,121.15,22.75
2430,WMO59567,121.55,22.03
2431,WMO59632,108.60,21.95
2432,WMO59644,109.10,21.48
2433,WMO59658,110.40,21.22
2434,WMO59663,111.97,21.87
2435,WMO59673,112.77,21.73
2436,WMO59758,110.35,20.03
2437,WMO59792,116.72,20.67
2438,WMO59838,108.62,19.10
2439,WMO59845,109.58,19.52
2440,WMO59855,110.47,19.23
2441,WMO59948,109.52,18.23
2442,WMO59981,112.33,16.83
2443,WMO59985,111.62,16.53
2444,WMO59997,114.37,10.38
2445,WMO60005,-17.75,28.62
2446,WMO60015,-16.33,28.48
2447,WMO60020,-16.25,28.47
2448,WMO60030,-15.38,27.93
2449,WMO60033,-13.20,27.15
2450,WMO60035,-13.87,28.45
2451,WMO60040,-13.60,28.95
2452,WMO60060,-10.18,29.37
2453,WMO60096,-15.87,23.70
2454,WMO60101,-5.90,35.72
2455,WMO60105,-6.13,35.18
2456,WMO60107,-3.85,35.18
2457,WMO60115,-1.95,34.78
2458,WMO60127,-4.00,34.22
2459,WMO60135,-6.77,34.05
2460,WMO60141,-4.98,33.93
2461,WMO60150,-5.53,33.88
2462,WMO60155,-7.67,33.57
2463,WMO60156,-7.62,33.37
2464,WMO60185,-9.23,32.28
2465,WMO60191,-6.38,32.37
2466,WMO60195,-4.73,32.68
2467,WMO60210,-4.42,31.97
2468,WMO60220,-9.78,31.52
2469,WMO60230,-8.03,31.62
2470,WMO60250,-9.57,30.38
2471,WMO60265,-6.90,30.93
2472,WMO60285,-10.93,28.00
2473,WMO60318,-5.40,35.58
2474,WMO60340,-2.92,35.15
2475,WMO60355,6.95,36.87
2476,WMO60360,7.82,36.83
2477,WMO60390,3.25,36.72
2478,WMO60402,5.00,36.75
2479,WMO60419,6.62,36.28
2480,WMO60425,1.32,36.17
2481,WMO60430,2.23,36.33
2482,WMO60444,4.77,36.07
2483,WMO60445,5.42,36.18
2484,WMO60468,6.18,35.58
2485,WMO60475,8.13,35.43
2486,WMO60490,-0.60,35.62
2487,WMO60518,-1.35,35.30
2488,WMO60522,-1.78,34.82
2489,WMO60525,5.73,34.80
2490,WMO60535,3.25,34.68
2491,WMO60545,2.93,33.77
2492,WMO60549,-0.33,33.52
2493,WMO60550,1.02,33.68
2494,WMO60555,6.08,33.07
2495,WMO60559,6.78,33.50
2496,WMO60566,3.82,32.38
2497,WMO60571,-2.22,31.62
2498,WMO60580,5.40,31.92
2499,WMO60581,6.15,31.67
2500,WMO60590,2.87,30.57
2501,WMO60602,-2.17,30.13
2502,WMO60607,0.28,29.25
2503,WMO60611,9.63,28.05
2504,WMO60620,-0.28,27.88
2505,WMO60630,2.47,27.20
2506,WMO60656,-8.13,27.67
2507,WMO60670,9.47,24.55
2508,WMO60680,5.52,22.78
2509,WMO60710,8.75,36.95
2510,WMO60714,9.82,37.23
2511,WMO60715,10.23,36.83
2512,WMO60720,11.03,37.07
2513,WMO60725,8.80,36.48
2514,WMO60734,9.37,36.07
2515,WMO60735,10.10,35.67
2516,WMO60738,8.68,35.55
2517,WMO60740,10.75,35.67
2518,WMO60745,8.82,34.42
2519,WMO60748,9.50,35.02
2520,WMO60750,10.68,34.72
2521,WMO60760,8.17,33.92
2522,WMO60765,10.10,33.88
2523,WMO60769,10.78,33.58
2524,WMO60770,10.98,33.35
2525,WMO60775,10.40,32.32
2526,WMO61024,7.98,16.97
2527,WMO61036,1.45,14.20
2528,WMO61043,5.25,14.90
2529,WMO61049,13.12,14.25
2530,WMO61052,2.17,13.48
2531,WMO61075,5.25,13.80
2532,WMO61080,7.08,13.47
2533,WMO61090,8.98,13.78
2534,WMO61091,8.93,12.98
2535,WMO61096,11.98,13.23
2536,WMO61099,3.45,11.88
2537,WMO61202,0.98,20.20
2538,WMO61223,-3.00,16.72
2539,WMO61226,-0.05,16.27
2540,WMO61230,-9.35,15.23
2541,WMO61233,-7.28,15.17
2542,WMO61257,-11.43,14.43
2543,WMO61270,-9.47,13.07
2544,WMO61272,-6.15,13.40
2545,WMO61277,-4.83,13.33
2546,WMO61285,-11.23,12.85
2547,WMO61291,-7.95,12.53
2548,WMO61293,-5.47,12.38
2549,WMO61296,-7.50,11.42
2550,WMO61297,-5.68,11.35
2551,WMO61401,-11.62,25.23
2552,WMO61403,-12.70,22.68
2553,WMO61415,-17.03,20.93
2554,WMO61421,-13.07,20.52
2555,WMO61437,-14.37,19.75
2556,WMO61442,-15.95,18.10
2557,WMO61450,-11.43,18.57
2558,WMO61461,-14.68,17.53
2559,WMO61489,-15.82,16.50
2560,WMO61498,-11.40,16.63
2561,WMO61499,-9.60,16.70
2562,WMO61600,-16.45,16.05
2563,WMO61612,-14.93,16.63
2564,WMO61627,-15.12,15.38
2565,WMO61630,-13.25,15.63
2566,WMO61641,-17.50,14.73
2567,WMO61666,-16.23,14.65
2568,WMO61679,-16.07,14.13
2569,WMO61687,-13.68,13.77
2570,WMO61695,-16.27,12.55
2571,WMO61699,-12.22,12.57
2572,WMO61701,-16.80,13.35
2573,WMO61766,-15.65,11.88
2574,WMO61820,-12.08,10.37
2575,WMO61832,-13.62,9.57
2576,WMO61833,-10.75,10.03
2577,WMO61856,-13.20,8.62
2578,WMO61878,-12.10,8.10
2579,WMO61901,-5.67,-15.93
2580,WMO61902,-14.40,-7.97
2581,WMO61967,72.48,-7.35
2582,WMO61968,47.28,-11.55
2583,WMO61972,40.35,-22.35
2584,WMO61974,56.75,-10.43
2585,WMO61976,54.52,-15.88
2586,WMO61980,55.52,-20.88
2587,WMO61984,55.48,-21.33
2588,WMO61986,59.62,-16.45
2589,WMO61988,63.42,-19.68
2590,WMO61990,57.67,-20.43
2591,WMO61996,77.53,-37.80
2592,WMO61997,51.87,-46.43
2593,WMO61998,70.25,-49.35
2594,WMO62002,10.98,31.87
2595,WMO62007,12.08,32.92
2596,WMO62010,13.17,32.68
2597,WMO62016,15.10,32.42
2598,WMO62019,16.58,31.20
2599,WMO62053,20.27,32.08
2600,WMO62055,20.17,30.72
2601,WMO62056,21.85,32.82
2602,WMO62059,22.63,32.73
2603,WMO62063,23.92,31.85
2604,WMO62103,9.50,30.13
2605,WMO62120,13.58,30.38
2606,WMO62124,14.43,27.02
2607,WMO62131,15.95,29.13
2608,WMO62161,21.57,29.03
2609,WMO62176,24.53,29.75
2610,WMO62259,21.13,25.80
2611,WMO62271,23.30,24.22
2612,WMO62300,25.18,31.53
2613,WMO62306,27.22,31.33
2614,WMO62318,29.95,31.20
2615,WMO62333,32.30,31.27
2616,WMO62366,31.40,30.13
2617,WMO62387,30.73,28.08
2618,WMO62393,31.10,27.18
2619,WMO62405,32.70,25.67
2620,WMO62414,32.78,23.97
2621,WMO62462,33.77,27.28
2622,WMO62465,34.30,26.13
2623,WMO63021,38.92,15.28
2624,WMO63023,39.45,15.62
2625,WMO63125,43.15,11.55
2626,WMO63160,45.02,10.42
2627,WMO63170,44.08,9.50
2628,WMO63175,45.57,9.52
2629,WMO63210,49.18,11.28
2630,WMO63250,42.30,2.35
2631,WMO63260,45.35,2.03
2632,WMO63270,42.43,-0.37
2633,WMO63330,39.48,13.50
2634,WMO63331,37.43,12.53
2635,WMO63332,37.40,11.60
2636,WMO63333,39.72,11.08
2637,WMO63334,37.72,10.35
2638,WMO63340,36.60,9.05
2639,WMO63402,36.83,7.67
2640,WMO63403,35.55,8.17
2641,WMO63450,38.80,8.98
2642,WMO63451,39.00,8.73
2643,WMO63453,40.08,8.93
2644,WMO63460,38.50,7.07
2645,WMO63471,41.87,9.60
2646,WMO63473,42.72,9.33
2647,WMO63474,40.00,7.02
2648,WMO63478,44.58,5.10
2649,WMO63533,39.75,5.28
2650,WMO63612,35.62,3.12
2651,WMO63619,39.05,3.53
2652,WMO63624,41.87,3.93
2653,WMO63641,37.90,2.30
2654,WMO63661,35.00,1.02
2655,WMO63671,40.07,1.75
2656,WMO63686,35.28,0.53
2657,WMO63695,37.65,0.08
2658,WMO63708,34.75,-0.10
2659,WMO63710,35.35,-0.37
2660,WMO63714,36.07,-0.27
2661,WMO63717,36.97,-0.50
2662,WMO63720,37.45,-0.50
2663,WMO63723,39.63,-0.47
2664,WMO63729,31.82,-1.33
2665,WMO63733,33.80,-1.50
2666,WMO63737,35.83,-1.13
2667,WMO63740,36.92,-1.32
2668,WMO63742,36.82,-1.32
2669,WMO63756,32.92,-2.47
2670,WMO63766,37.83,-2.28
2671,WMO63772,40.90,-2.27
2672,WMO63789,36.62,-3.33
2673,WMO63790,37.33,-3.35
2674,WMO63791,37.07,-3.42
2675,WMO63793,38.57,-3.40
2676,WMO63799,40.10,-3.23
2677,WMO63801,29.63,-4.88
2678,WMO63816,37.72,-4.08
2679,WMO63820,39.62,-4.03
2680,WMO63832,32.83,-5.08
2681,WMO63844,39.07,-5.08
2682,WMO63845,39.72,-5.07
2683,WMO63862,35.77,-6.17
2684,WMO63866,37.65,-6.83
2685,WMO63870,39.22,-6.22
2686,WMO63887,35.75,-7.67
2687,WMO63894,39.20,-6.88
2688,WMO63932,33.47,-8.93
2689,WMO63962,35.58,-10.68
2690,WMO63971,40.18,-10.27
2691,WMO63980,55.52,-4.67
2692,WMO63995,46.53,-9.35
2693,WMO64005,18.27,0.05
2694,WMO64115,18.27,-1.97
2695,WMO64207,13.43,-5.80
2696,WMO64210,15.43,-4.38
2697,WMO64387,30.12,-1.97
2698,WMO64390,29.32,-3.32
2699,WMO64400,11.90,-4.82
2700,WMO64401,12.70,-4.20
2701,WMO64403,12.62,-3.48
2702,WMO64405,13.35,-3.68
2703,WMO64450,15.25,-4.25
2704,WMO64453,14.77,-2.53
2705,WMO64454,15.87,-1.87
2706,WMO64458,16.05,1.62
2707,WMO64459,18.07,1.62
2708,WMO64460,14.13,2.07
2709,WMO64500,9.42,0.45
2710,WMO64501,8.75,-0.70
2711,WMO64507,11.02,-2.85
2712,WMO64510,11.48,2.08
2713,WMO64550,11.02,-1.87
2714,WMO64551,10.23,-0.72
2715,WMO64552,11.53,0.78
2716,WMO64556,12.87,0.57
2717,WMO64565,13.27,-1.53
2718,WMO64600,15.80,4.25
2719,WMO64601,15.63,5.97
2720,WMO64605,17.63,5.27
2721,WMO64610,17.43,6.48
2722,WMO64650,18.52,4.40
2723,WMO64654,20.65,8.07
2724,WMO64655,21.98,6.53
2725,WMO64656,22.83,4.73
2726,WMO64658,22.78,10.28
2727,WMO64659,26.50,5.40
2728,WMO64660,20.65,5.85
2729,WMO64662,21.20,5.05
2730,WMO64851,14.25,10.45
2731,WMO64860,13.38,9.33
2732,WMO64870,13.57,7.35
2733,WMO64893,10.75,5.65
2734,WMO64910,9.73,4.00
2735,WMO64911,9.93,4.95
2736,WMO64912,9.37,4.08
2737,WMO64920,11.25,4.73
2738,WMO64950,11.52,3.83
2739,WMO64960,13.20,3.97
2740,WMO64971,9.90,2.95
2741,WMO65046,8.53,12.05
2742,WMO65082,13.08,11.85
2743,WMO65134,8.90,9.87
2744,WMO65257,7.55,6.47
2745,WMO65306,2.93,11.13
2746,WMO65319,1.38,10.32
2747,WMO65330,2.62,9.35
2748,WMO65335,2.43,7.98
2749,WMO65338,2.07,7.17
2750,WMO65344,2.38,6.35
2751,WMO65352,0.47,10.37
2752,WMO65357,1.17,9.55
2753,WMO65361,1.15,8.98
2754,WMO65376,1.12,7.58
2755,WMO65387,1.25,6.17
2756,WMO65457,-0.98,5.93
2757,WMO65467,-1.77,4.88
2758,WMO65469,-1.07,5.20
2759,WMO65472,-0.17,5.60
2760,WMO65501,-0.05,14.03
2761,WMO65502,-2.43,13.58
2762,WMO65503,-1.52,12.35
2763,WMO65507,0.35,12.07
2764,WMO65510,-4.30,11.17
2765,WMO65516,-2.92,11.67
2766,WMO65522,-3.18,10.33
2767,WMO65528,-7.57,9.50
2768,WMO65536,-5.62,9.42
2769,WMO65545,-2.78,8.05
2770,WMO65548,-7.52,7.38
