num,sitename,lon,lat
4357,WMO08215,-4.00,40.78
4358,WMO08223,-3.78,40.38
4359,WMO08224,-3.72,40.30
4360,WMO08226,-3.17,40.63
4361,WMO08231,-2.12,40.07
4362,WMO08232,-1.88,40.85
4363,WMO08235,-1.10,40.33
4364,WMO08272,-4.03,39.85
4365,WMO08285,-0.38,39.48
4366,WMO08286,-0.07,39.95
4367,WMO08303,2.72,39.73
4368,WMO08330,-6.82,38.88
4369,WMO08359,-0.50,38.37
4370,WMO08383,-6.95,37.25
4371,WMO08390,-6.00,37.37
4372,WMO08397,-5.60,37.15
4373,WMO08417,-3.80,37.80
4374,WMO08429,-1.23,37.95
4375,WMO08430,-1.12,37.98
4376,WMO08431,-1.00,37.58
4377,WMO08452,-6.28,36.53
4378,WMO08458,-5.60,36.00
4379,WMO08490,-3.03,35.93
4380,WMO10517,7.15,50.70
4381,WMO11033,16.13,48.15
4382,WMO11109,10.32,47.13
4383,WMO11160,14.75,47.60
4384,WMO13130,16.03,45.82
4385,WMO13223,15.37,44.55
4386,WMO13266,19.63,44.97
4387,WMO13274,20.47,44.80
4388,WMO13285,21.52,44.75
4389,WMO13354,18.43,43.87
4390,WMO13378,20.80,43.28
4391,WMO13459,18.95,42.77
4392,WMO15501,22.78,44.15
4393,WMO15514,23.97,43.73
4394,WMO15550,27.27,44.12
4395,WMO15601,22.77,42.27
4396,WMO15613,23.28,42.57
4397,WMO15725,24.68,41.62
4398,WMO15741,26.20,41.77
4399,WMO17070,31.60,40.73
4400,WMO17084,34.97,40.55
4401,WMO17110,25.90,40.18
4402,WMO17260,37.37,37.08
4403,WMO17290,27.42,37.03
4404,WMO17370,36.17,36.58
4405,WMO40198,34.83,30.00
4406,WMO40582,47.98,29.21
4407,WMO40932,69.25,35.13
4408,WMO40937,63.12,35.00
4409,WMO41024,39.15,21.66
4410,WMO41036,40.53,21.48
4411,WMO41055,41.63,20.30
4412,WMO41062,45.66,20.46
4413,WMO41084,42.66,19.96
4414,WMO41112,42.38,18.13
4415,WMO41114,42.80,18.30
4416,WMO41128,44.41,17.60
4417,WMO41140,42.58,16.86
4418,WMO41150,50.61,26.26
4419,WMO41168,51.55,25.30
4420,WMO41170,51.56,25.25
4421,WMO41184,55.93,25.61
4422,WMO41194,55.33,25.25
4423,WMO41196,55.51,25.33
4424,WMO41216,54.45,24.43
4425,WMO41240,56.23,26.18
4426,WMO41244,55.83,24.25
4427,WMO41246,56.71,24.35
4428,WMO41254,57.63,23.13
4429,WMO41256,58.28,23.58
4430,WMO41268,59.50,22.58
4431,WMO41288,58.90,20.66
4432,WMO41314,53.93,17.73
4433,WMO41316,54.08,17.03
4434,WMO41344,44.18,15.51
4435,WMO41360,42.98,14.75
4436,WMO41390,44.13,13.68
4437,WMO43413,79.92,8.98
4438,WMO43421,80.42,8.33
4439,WMO48004,95.70,26.00
4440,WMO48917,103.97,10.22
4441,WMO48938,101.73,19.23
4442,WMO60010,-16.50,28.30
4443,WMO60136,-6.05,34.23
4444,WMO60160,-5.17,33.50
4445,WMO60165,-8.52,33.23
4446,WMO60190,-6.27,32.60
4447,WMO60200,-1.95,32.57
4448,WMO60320,-5.30,35.92
4449,WMO60338,-2.95,35.28
4450,WMO60457,0.12,35.88
4451,WMO60467,4.50,35.67
4452,WMO60531,-1.47,35.02
4453,WMO60540,0.07,34.15
4454,WMO60560,-0.60,32.77
4455,WMO60728,10.73,36.45
4456,WMO61017,12.92,18.68
4457,WMO61769,-15.48,11.58
4458,WMO61995,57.50,-20.30
4459,WMO62212,10.13,25.13
4460,WMO62420,28.90,28.33
4461,WMO62435,30.53,25.45
4462,WMO63240,45.22,4.70
4463,WMO63741,36.75,-1.30
4464,WMO64397,30.33,-2.83
4465,WMO64560,12.72,-0.83
4466,WMO64882,14.37,6.53
4467,WMO64890,9.28,5.72
4468,WMO65380,1.50,6.58
4469,WMO67107,47.07,-19.82
4470,WMO67543,24.20,-13.60
4471,WMO67597,34.58,-13.75
4472,WMO68029,25.15,-17.82
4473,WMO70174,-151.52,66.92
4474,WMO70219,-161.80,60.78
4475,WMO70267,-145.73,64.00
4476,WMO70271,-145.45,62.15
4477,WMO70321,-158.52,59.05
4478,WMO70333,-158.62,56.95
4479,WMO70340,-154.92,59.75
4480,WMO70381,-134.58,58.37
4481,WMO76050,-116.63,31.85
4482,WMO76412,-107.40,24.82
4483,WMO76685,-98.20,19.03
4484,WMO76855,-96.50,15.65
4485,WMO78583,-88.30,17.53
4486,WMO78717,-88.78,14.78
4487,WMO80400,-67.62,15.67
4488,WMO80426,-70.62,9.35
4489,WMO80428,-69.73,9.02
4490,WMO80475,-72.07,7.58
4491,WMO80478,-62.62,9.02
4492,WMO82418,-66.90,-4.95
4493,WMO82807,-70.77,-8.17
4494,WMO83827,-54.58,-25.52
4495,WMO83919,-50.43,-28.67
4496,WMO84117,-80.68,-0.95
4497,WMO85432,-68.92,-22.43
4498,WMO86033,-58.17,-20.22
4499,WMO87305,-68.75,-30.25
4500,WMO87568,-58.62,-34.48
4501,WMO87748,-62.17,-38.73
4502,WMO87928,-68.35,-52.33
4503,WMO91212,144.80,13.48
4504,WMO91232,145.70,15.13
4505,WMO91339,153.82,5.50
4506,WMO91369,169.65,5.92
4507,WMO91410,131.18,3.02
4508,WMO91760,-172.63,-13.50
4509,WMO91765,-170.72,-14.33
4510,WMO97096,120.73,-1.38
4511,WMO97270,118.70,-8.55
4512,WMO97600,126.00,-2.08
4513,WMO97748,130.83,-3.80
4514,WMO97760,133.75,-3.67
4515,WMO98232,121.63,18.37
4516,WMO98618,118.73,9.75
4517,WMO98747,124.28,8.43
4518,WMO98751,125.08,8.15
4519,WMO01367,9.23,60.98
4520,WMO01378,10.48,61.08
4521,WMO07107,-4.33,48.68
4522,WMO08003,-8.32,43.48
4523,WMO08117,1.97,42.35
4524,WMO08290,-0.43,39.15
4525,WMO08335,-5.12,38.52
4526,WMO09480,13.10,51.30
4527,WMO09496,14.32,51.78
4528,WMO10724,8.12,49.38
4529,WMO11018,14.90,48.10
4530,WMO11151,13.60,47.95
4531,WMO12155,18.93,54.33
4532,WMO15530,25.65,43.08
4533,WMO15549,26.53,43.52
4534,WMO15561,28.53,43.53
4535,WMO15628,24.63,42.20
4536,WMO15642,26.57,42.57
4537,WMO15661,27.85,42.10
4538,WMO17234,27.85,37.85
4539,WMO40095,36.10,32.60
4540,WMO40265,36.27,32.37
4541,WMO40437,46.72,24.92
4542,WMO41030,39.83,21.48
4543,WMO41176,51.55,24.90
4544,WMO41258,58.47,23.58
4545,WMO41312,53.92,16.92
4546,WMO41436,48.95,15.98
4547,WMO41448,49.25,14.58
4548,WMO41467,45.03,12.83
4549,WMO43150,83.30,17.70
4550,WMO43599,73.15,-0.68
4551,WMO47037,125.25,39.98
4552,WMO47136,128.70,36.57
4553,WMO47170,126.55,34.30
4554,WMO48001,97.42,27.33
4555,WMO48040,97.30,22.60
4556,WMO48109,93.37,14.12
4557,WMO57071,112.43,34.83
4558,WMO60780,9.20,31.68
4559,WMO61781,-14.67,12.18
4560,WMO61981,55.28,-20.93
4561,WMO65505,-3.48,12.47
4562,WMO65518,-1.15,11.15
4563,WMO67157,47.83,-22.80
4564,WMO67221,37.55,-13.73
4565,WMO67641,24.80,-14.80
4566,WMO67881,32.13,-18.53
4567,WMO68006,15.98,-17.93
4568,WMO70194,-145.27,66.57
4569,WMO78615,-89.88,16.92
4570,WMO78730,-83.40,14.03
4571,WMO78760,-84.83,9.97
4572,WMO80337,-78.68,1.57
4573,WMO80450,-67.42,7.90
4574,WMO80476,-71.65,10.52
4575,WMO82723,-64.83,-7.25
4576,WMO83264,-56.50,-12.20
4577,WMO83358,-54.30,-15.70
4578,WMO84018,-79.63,0.97
4579,WMO84163,-78.05,-1.50
4580,WMO84239,-78.98,-2.88
4581,WMO84265,-79.37,-4.00
4582,WMO85230,-69.45,-17.58
4583,WMO89002,-8.37,-70.62
4584,WMO91371,170.25,9.47
4585,WMO91533,169.53,-0.90
4586,WMO94634,119.32,-31.22
4587,WMO94635,118.47,-33.12
4588,WMO95314,119.73,-23.37
4589,WMO97028,120.80,1.02
4590,WMO98543,123.62,12.37
4591,WMO01240,9.42,64.18
4592,WMO02948,28.95,61.95
4593,WMO02990,20.75,60.30
4594,WMO06158,11.12,55.33
4595,WMO06496,6.18,50.47
4596,WMO07029,-0.77,49.35
4597,WMO07471,3.77,45.08
4598,WMO08579,-9.13,38.77
4599,WMO10739,9.20,48.83
4600,WMO11136,12.18,47.23
4601,WMO40272,35.97,31.67
4602,WMO40296,35.47,31.03
4603,WMO40360,37.23,31.43
4604,WMO41136,47.15,17.45
4605,WMO41217,54.65,24.43
4606,WMO42970,85.93,20.47
4607,WMO60507,0.15,35.22
4608,WMO61045,10.30,13.98
4609,WMO61404,-12.48,22.75
4610,WMO62008,12.53,32.07
4611,WMO67280,35.33,-17.83
4612,WMO67403,29.08,-9.80
4613,WMO67481,32.63,-10.12
4614,WMO67571,30.22,-13.23
4615,WMO67583,33.20,-12.28
4616,WMO68240,25.92,-24.22
4617,WMO70232,-159.53,61.58
4618,WMO71092,-71.23,68.65
4619,WMO71718,-68.22,48.62
4620,WMO71813,-61.82,50.18
4621,WMO71817,-55.83,52.30
4622,WMO71898,-130.45,54.30
4623,WMO71904,-69.68,61.07
4624,WMO72458,-97.65,39.55
4625,WMO72553,-96.02,41.37
4626,WMO72594,-124.17,40.80
4627,WMO76903,-92.27,14.92
4628,WMO78711,-83.80,15.22
4629,WMO80420,-64.18,10.45
4630,WMO85418,-70.18,-20.53
4631,WMO86086,-57.87,-22.28
4632,WMO86315,-57.58,-30.27
4633,WMO87173,-56.68,-27.58
4634,WMO87563,-59.10,-36.03
4635,WMO88891,-57.77,-51.68
4636,WMO91701,-171.72,-2.77
4637,WMO94211,125.95,-16.67
4638,WMO94296,152.02,-17.12
4639,WMO94393,154.42,-20.95
4640,WMO97120,119.00,-2.50
4641,WMO98536,122.27,12.58
4642,WMO01003,15.55,77.00
4643,WMO01138,13.50,67.30
4644,WMO01167,15.42,68.70
4645,WMO01278,11.57,63.80
4646,WMO02988,25.08,60.10
4647,WMO03063,-3.83,57.20
4648,WMO07306,-1.38,46.70
4649,WMO07622,0.60,43.68
4650,WMO11194,16.87,47.95
4651,WMO11855,18.13,48.28
4652,WMO13439,16.90,42.77
4653,WMO40176,34.78,32.10
4654,WMO60351,5.78,36.83
4655,WMO60511,1.43,35.25
4656,WMO61085,12.78,13.42
4657,WMO62062,23.92,32.10
4658,WMO62337,33.75,31.08
4659,WMO62641,37.22,19.58
4660,WMO62660,31.85,18.55
4661,WMO62680,33.97,17.70
4662,WMO62721,32.55,15.60
4663,WMO62730,36.40,15.47
4664,WMO62751,33.48,14.40
4665,WMO62752,35.40,14.03
4666,WMO62762,33.62,13.55
4667,WMO62771,30.23,13.17
4668,WMO62772,32.67,13.17
4669,WMO62795,34.13,12.73
4670,WMO62805,34.38,11.78
4671,WMO62810,29.72,11.00
4672,WMO64034,24.78,2.78
4673,WMO64040,25.18,0.52
4674,WMO64072,29.27,0.13
4675,WMO64157,29.45,-1.18
4676,WMO64184,29.23,-1.68
4677,WMO64201,12.42,-6.00
4678,WMO64228,20.85,-6.42
4679,WMO64380,28.92,-2.47
4680,WMO64381,29.25,-1.67
4681,WMO64383,29.63,-1.50
4682,WMO64402,13.92,-3.98
4683,WMO64503,10.65,-3.42
4684,WMO64504,9.60,1.00
4685,WMO64931,14.37,4.47
4686,WMO64961,13.62,3.15
4687,WMO65030,7.68,11.13
4688,WMO65355,1.10,9.77
4689,WMO65453,0.47,6.60
4690,WMO67019,47.77,-14.63
4691,WMO67113,48.80,-19.83
4692,WMO67741,24.30,-17.47
4693,WMO68452,29.06,-29.25
4694,WMO78095,-74.97,23.10
4695,WMO78439,-72.35,18.55
4696,WMO80425,-70.93,9.82
4697,WMO80432,-66.92,9.42
4698,WMO85152,-66.75,-14.87
4699,WMO87213,-67.43,-29.23
4700,WMO88889,-58.45,-51.82
4701,WMO89042,-45.60,-60.72
4702,WMO89053,-58.63,-62.23
4703,WMO89056,-58.93,-62.25
4704,WMO89057,-59.68,-62.50
4705,WMO89058,-58.97,-62.22
4706,WMO89059,-57.90,-63.32
4707,WMO89063,-64.27,-65.25
4708,WMO89564,62.88,-67.60
4709,WMO89642,140.02,-66.67
4710,WMO91557,168.30,-17.70
4711,WMO91847,-157.95,-21.91
4712,WMO93012,173.27,-35.13
4713,WMO94150,136.82,-12.28
4714,WMO94477,133.61,-27.30
4715,WMO96001,95.32,5.87
4716,WMO98630,121.03,10.85
4717,WMO06143,11.45,54.70
4718,WMO06416,3.20,50.82
4719,WMO07019,-1.26,49.70
4720,WMO07120,-2.85,48.53
4721,WMO07156,2.33,48.81
4722,WMO07330,-0.40,46.32
4723,WMO07661,5.93,43.08
4724,WMO08005,-8.23,43.48
4725,WMO08048,-7.87,42.33
4726,WMO08220,-3.72,40.45
4727,WMO11219,14.40,47.11
4728,WMO13024,15.28,46.06
4729,WMO16654,21.00,39.17
4730,WMO16674,23.10,38.38
4731,WMO16726,22.02,37.07
4732,WMO40435,44.40,24.50
4733,WMO41382,43.28,13.25
4734,WMO41428,52.08,16.08
4735,WMO44203,99.67,51.12
4736,WMO44213,94.40,49.65
4737,WMO44215,91.72,49.10
4738,WMO44225,98.28,48.73
4739,WMO44230,102.00,49.62
4740,WMO44237,101.38,48.53
4741,WMO44256,114.40,49.55
4742,WMO44265,91.63,46.12
4743,WMO44275,98.08,46.83
4744,WMO44302,112.12,47.78
4745,WMO44313,118.62,47.62
4746,WMO44336,103.90,45.45
4747,WMO57687,112.86,28.23
4748,WMO58338,118.35,31.33
4749,WMO60178,-6.97,32.87
4750,WMO60515,4.20,35.33
4751,WMO60640,8.42,26.50
4752,WMO61697,-16.75,12.40
4753,WMO61931,6.72,0.38
4754,WMO62432,29.00,25.48
4755,WMO62640,33.32,19.53
4756,WMO62650,30.48,19.17
4757,WMO62809,27.82,11.33
4758,WMO64384,29.73,-2.60
4759,WMO65351,0.25,10.87
4760,WMO65418,-0.85,9.50
4761,WMO65439,-2.33,7.33
4762,WMO65442,-1.60,6.72
4763,WMO65460,0.12,6.10
4764,WMO67017,50.00,-13.37
4765,WMO67072,49.82,-17.08
4766,WMO67152,45.40,-22.55
4767,WMO67194,45.53,-25.55
4768,WMO67421,33.27,-9.70
4769,WMO67423,33.88,-9.95
4770,WMO67424,33.78,-11.02
4771,WMO67485,33.62,-11.88
4772,WMO67493,34.30,-11.60
4773,WMO67584,33.47,-13.02
4774,WMO67585,33.63,-13.98
4775,WMO67591,34.27,-12.92
4776,WMO67687,35.03,-15.78
4777,WMO67690,34.92,-14.08
4778,WMO67692,35.22,-15.52
4779,WMO67695,35.25,-14.43
4780,WMO67699,35.58,-16.08
4781,WMO67791,35.07,-15.92
4782,WMO67793,35.22,-16.15
4783,WMO67796,34.95,-16.50
4784,WMO67797,35.15,-16.52
4785,WMO68346,26.67,-28.00
4786,WMO80241,-70.92,4.55
4787,WMO82067,-69.20,0.62
4788,WMO82984,-40.55,-9.35
4789,WMO84008,-89.60,-0.90
4790,WMO85114,-64.15,-13.33
4791,WMO89054,-58.83,-62.17
4792,WMO89510,12.00,-70.13
4793,WMO91676,-178.92,-17.25
4794,WMO96465,115.25,5.30
4795,WMO96481,117.88,4.27
4796,WMO03292,-0.17,54.10
4797,WMO03967,-6.43,53.30
4798,WMO07034,-1.80,49.37
4799,WMO07145,2.02,48.77
4800,WMO08091,-3.13,42.57
4801,WMO08112,0.87,42.20
4802,WMO10648,9.10,49.72
4803,WMO11169,15.25,47.82
4804,WMO11174,15.08,47.33
4805,WMO16114,7.82,44.38
4806,WMO24598,148.03,64.17
4807,WMO24982,142.78,60.72
4808,WMO24988,142.33,60.08
4809,WMO28049,62.33,59.43
4810,WMO28131,57.57,59.03
4811,WMO28144,60.78,58.87
4812,WMO28319,54.75,57.08
4813,WMO28334,58.22,57.35
4814,WMO28428,56.13,56.50
4815,WMO28434,57.75,56.62
4816,WMO28451,62.72,56.85
4817,WMO28537,57.90,55.70
4818,WMO28541,60.30,56.08
4819,WMO28552,63.63,56.08
4820,WMO28637,57.98,55.00
4821,WMO28655,63.32,55.23
4822,WMO28666,67.30,55.25
4823,WMO28756,64.87,54.47
4824,WMO28825,55.98,53.62
4825,WMO28925,55.97,52.95
4826,WMO29111,78.23,59.22
4827,WMO29209,77.28,57.78
4828,WMO29551,87.75,56.20
4829,WMO29602,76.77,55.28
4830,WMO29625,80.97,55.10
4831,WMO29636,84.40,55.23
4832,WMO29642,86.07,55.38
4833,WMO29654,87.65,55.22
4834,WMO29712,78.67,54.70
4835,WMO29724,80.50,54.30
4836,WMO29726,81.95,54.37
4837,WMO29813,79.23,53.97
4838,WMO29814,78.07,53.70
4839,WMO29827,80.77,53.27
4840,WMO29915,78.65,53.97
4841,WMO29923,82.30,53.07
4842,WMO29939,84.95,52.68
4843,WMO30499,124.67,55.18
4844,WMO30695,123.90,53.47
4845,WMO31253,128.93,54.72
4846,WMO31295,125.82,53.45
4847,WMO31338,133.97,53.13
4848,WMO31348,136.03,53.05
4849,WMO31384,129.07,52.58
4850,WMO31418,135.80,52.28
4851,WMO31421,137.53,52.70
4852,WMO31439,140.47,52.38
4853,WMO31442,127.65,51.98
4854,WMO31445,128.12,51.45
4855,WMO31459,130.38,51.35
4856,WMO31474,133.30,51.63
4857,WMO31482,135.90,51.72
4858,WMO31513,128.47,50.92
4859,WMO31521,129.33,50.78
4860,WMO31527,129.47,50.12
4861,WMO31534,131.02,50.43
4862,WMO31587,128.65,49.62
4863,WMO31632,134.63,49.93
4864,WMO31702,131.08,49.00
4865,WMO31713,132.88,48.70
4866,WMO31725,133.83,48.62
4867,WMO31801,136.18,47.67
4868,WMO31823,139.53,47.97
4869,WMO31825,138.40,47.60
4870,WMO31845,135.32,46.53
4871,WMO31878,133.50,45.10
4872,WMO31913,131.98,45.22
4873,WMO31915,131.38,44.40
4874,WMO31917,131.32,44.03
4875,WMO31921,132.07,44.72
4876,WMO31939,133.87,44.15
4877,WMO31959,135.85,44.37
4878,WMO31969,130.80,42.65
4879,WMO31981,133.07,43.97
4880,WMO31987,133.02,43.15
4881,WMO31989,133.90,42.90
4882,WMO32027,141.63,52.22
4883,WMO32069,142.17,50.05
4884,WMO32076,143.77,50.40
4885,WMO32121,142.20,47.98
4886,WMO32128,142.05,47.05
4887,WMO32195,151.87,46.85
4888,WMO32207,153.25,48.05
4889,WMO32408,162.47,56.22
4890,WMO32509,159.95,54.08
4891,WMO32594,156.48,51.48
4892,WMO35026,57.40,52.22
4893,WMO35037,58.18,51.87
4894,WMO36021,79.13,52.25
4895,WMO36022,80.37,52.02
4896,WMO36038,82.20,51.15
4897,WMO36058,86.00,51.43
4898,WMO36911,75.28,42.83
4899,WMO36974,76.00,41.43
4900,WMO38345,72.25,42.52
4901,WMO38615,72.80,40.53
4902,WMO38647,55.52,39.25
4903,WMO38774,57.42,38.43
4904,WMO38799,62.80,38.08
4905,WMO38806,64.37,38.47
4906,WMO38886,60.52,37.38
4907,WMO38911,65.20,37.83
4908,WMO38915,66.02,37.52
4909,WMO38987,62.35,35.28
4910,WMO40908,65.72,36.67
4911,WMO40921,62.28,35.23
4912,WMO48920,111.92,8.65
4913,WMO54751,120.72,37.93
4914,WMO57516,106.48,29.52
4915,WMO62332,32.23,31.28
4916,WMO62440,32.25,30.60
4917,WMO62790,24.88,12.05
4918,WMO65404,-2.50,10.05
4919,WMO65473,0.00,5.62
4920,WMO67731,23.27,-16.10
4921,WMO67761,28.88,-16.52
4922,WMO67774,31.02,-17.83
4923,WMO67865,29.83,-18.93
4924,WMO68456,28.67,-30.12
4925,WMO71122,-115.57,51.18
4926,WMO72207,-81.20,32.13
4927,WMO72214,-84.37,30.38
4928,WMO72254,-97.70,30.30
4929,WMO72255,-96.92,28.85
4930,WMO72263,-100.50,31.37
4931,WMO72271,-107.27,33.23
4932,WMO72314,-80.93,35.22
4933,WMO72351,-98.48,33.97
4934,WMO72356,-95.90,36.20
4935,WMO72384,-119.05,35.43
4936,WMO72421,-84.67,39.05
4937,WMO72492,-121.25,37.90
4938,WMO72547,-90.70,42.40
4939,WMO72549,-94.18,42.55
4940,WMO72552,-98.32,40.97
4941,WMO72556,-97.43,41.98
4942,WMO72557,-96.38,42.40
4943,WMO72637,-83.75,42.97
4944,WMO72640,-87.90,42.95
4945,WMO72641,-89.33,43.13
4946,WMO72644,-92.50,43.92
4947,WMO72650,-95.15,43.17
4948,WMO72659,-98.43,45.45
4949,WMO72772,-112.00,46.60
4950,WMO72791,-123.88,46.15
4951,WMO76833,-95.20,16.17
4952,WMO80002,-81.35,13.37
4953,WMO80112,-75.43,6.18
4954,WMO80354,-75.53,1.60
4955,WMO82824,-63.92,-8.77
4956,WMO93417,174.98,-40.90
4957,WMO93755,170.83,-44.10
4958,WMO96749,106.65,-6.12
4959,WMO98329,120.90,15.72
4960,WMO01034,20.15,70.31
4961,WMO01304,4.68,61.57
4962,WMO03035,-7.45,57.03
4963,WMO03038,-5.10,56.83
4964,WMO03266,-1.25,54.05
4965,WMO03355,-1.20,53.83
4966,WMO03373,-0.55,53.30
4967,WMO03379,-0.50,53.03
4968,WMO03453,-0.65,52.73
4969,WMO03462,-0.47,52.62
4970,WMO03492,1.32,52.63
4971,WMO03493,1.32,52.92
4972,WMO03494,1.32,52.93
4973,WMO03670,-0.40,51.62
4974,WMO03693,0.83,51.55
4975,WMO03717,-3.18,51.48
4976,WMO03763,-0.78,51.38
4977,WMO03764,-0.78,51.22
4978,WMO03766,-0.77,51.28
4979,WMO03768,-0.78,51.38
4980,WMO03785,0.78,51.20
4981,WMO03789,0.63,51.18
4982,WMO03820,-4.60,50.63
4983,WMO07530,0.52,44.82
4984,WMO07753,8.91,42.63
4985,WMO10315,7.68,52.13
4986,WMO12830,17.92,47.08
4987,WMO17219,27.15,38.27
4988,WMO24856,129.15,61.48
4989,WMO25325,159.42,66.55
4990,WMO25378,-179.12,66.35
4991,WMO25538,164.58,64.13
4992,WMO25744,166.22,62.48
4993,WMO25902,151.77,60.75
4994,WMO29068,91.02,59.50
4995,WMO29274,93.00,58.08
4996,WMO29363,92.27,57.63
4997,WMO29456,89.32,56.53
4998,WMO29477,93.28,56.50
4999,WMO29498,98.37,56.37
5000,WMO29576,94.33,55.80
5001,WMO29587,95.47,55.63
5002,WMO29756,89.93,54.50
5003,WMO29892,98.82,53.95
5004,WMO29894,98.22,53.63
5005,WMO29962,90.92,53.05
5006,WMO30151,112.90,58.85
5007,WMO30157,112.87,58.32
5008,WMO30229,107.07,57.33
5009,WMO30320,105.80,56.80
5010,WMO30364,115.67,56.50
5011,WMO30424,105.48,55.48
5012,WMO30439,109.75,55.12
5013,WMO30455,113.63,55.47
5014,WMO30507,100.08,54.18
5015,WMO30537,108.27,54.03
5016,WMO30542,111.15,54.85
5017,WMO30549,111.95,54.20
5018,WMO30618,103.77,53.13
5019,WMO30669,117.48,53.07
5020,WMO30679,119.22,53.10
5021,WMO30713,104.77,52.82
5022,WMO30726,107.13,52.57
5023,WMO30731,108.28,52.98
5024,WMO30739,109.77,52.17
5025,WMO30741,110.48,52.93
5026,WMO30745,111.55,52.53
5027,WMO30764,115.17,52.65
5028,WMO30811,102.53,51.73
5029,WMO30822,105.87,51.72
5030,WMO30824,105.12,51.57
5031,WMO30829,106.65,51.10
5032,WMO30838,108.85,51.32
5033,WMO30846,112.48,51.35
5034,WMO30859,114.55,51.12
5035,WMO30862,116.02,51.85
5036,WMO30957,113.28,50.28
5037,WMO30961,115.58,50.95
5038,WMO30967,115.75,49.90
5039,WMO30971,117.93,50.92
5040,WMO30975,119.12,50.40
5041,WMO30978,118.38,49.83
5042,WMO31054,135.15,59.18
5043,WMO31123,130.90,57.77
5044,WMO31866,138.33,46.53
5045,WMO32252,159.17,58.50
5046,WMO40602,42.10,36.80
5047,WMO40604,41.83,36.32
5048,WMO40605,42.68,37.13
5049,WMO40608,43.15,36.32
5050,WMO40611,44.22,36.62
5051,WMO40621,44.40,35.47
5052,WMO40623,45.45,35.55
5053,WMO40629,41.95,34.47
5054,WMO40631,43.48,34.93
5055,WMO40634,42.37,34.07
5056,WMO40637,45.43,34.30
5057,WMO40642,40.28,33.03
5058,WMO40644,41.63,33.78
5059,WMO40650,44.23,33.23
5060,WMO40656,44.02,32.62
5061,WMO40658,42.25,32.03
5062,WMO40665,46.05,32.17
5063,WMO40670,44.32,31.98
5064,WMO40672,44.98,31.98
5065,WMO40674,45.27,31.30
5066,WMO40676,46.23,31.08
5067,WMO40680,47.17,31.85
5068,WMO40684,44.53,30.50
5069,WMO40686,46.12,30.10
5070,WMO40689,47.78,30.57
5071,WMO40703,44.97,38.55
5072,WMO40706,46.28,38.08
5073,WMO40712,45.08,37.53
5074,WMO40718,49.47,37.47
5075,WMO40727,46.27,36.25
5076,WMO40732,50.67,36.90
5077,WMO40736,52.65,36.72
5078,WMO40739,55.03,36.42
5079,WMO40743,57.67,36.22
5080,WMO40745,59.63,36.27
5081,WMO40747,47.00,35.33
5082,WMO40754,51.35,35.68
5083,WMO40757,53.38,35.55
5084,WMO40762,59.22,35.27
5085,WMO40766,47.12,34.27
5086,WMO40769,49.40,34.10
5087,WMO40785,51.45,33.98
5088,WMO40791,56.92,33.60
5089,WMO40800,51.67,32.62
5090,WMO40809,59.20,32.87
5091,WMO40811,48.67,31.33
5092,WMO40821,54.40,31.90
5093,WMO40829,61.48,31.33
5094,WMO40831,48.25,30.37
5095,WMO40841,56.97,30.25
5096,WMO40848,52.58,29.53
5097,WMO40856,60.88,29.47
5098,WMO40859,53.68,28.97
5099,WMO40875,56.37,27.22
5100,WMO40879,60.70,27.20
5101,WMO40883,54.83,26.58
5102,WMO40893,57.77,26.63
5103,WMO40898,60.75,25.42
5104,WMO41304,55.18,18.13
5105,WMO41350,45.33,15.43
5106,WMO47095,127.82,38.08
5107,WMO47114,127.95,37.33
5108,WMO47155,128.57,35.18
5109,WMO47185,126.17,33.28
5110,WMO48310,99.90,19.13
5111,WMO48315,100.80,19.12
5112,WMO48325,97.93,18.17
5113,WMO48328,99.52,18.28
5114,WMO48329,99.03,18.92
5115,WMO48352,102.72,17.87
5116,WMO48354,102.80,17.38
5117,WMO48357,104.78,17.42
5118,WMO48376,99.15,16.88
5119,WMO48377,99.02,17.25
5120,WMO48403,102.03,15.80
5121,WMO48405,103.68,16.05
5122,WMO48413,101.12,15.63
5123,WMO48416,103.68,15.32
5124,WMO48418,101.18,15.27
5125,WMO48421,98.63,14.75
5126,WMO48425,100.13,14.47
5127,WMO48426,100.62,14.80
5128,WMO48430,101.37,14.05
5129,WMO48450,99.53,14.02
5130,WMO48455,100.57,13.73
5131,WMO48459,100.98,13.37
5132,WMO48460,100.80,13.17
5133,WMO48475,99.95,12.58
5134,WMO48477,100.98,12.68
5135,WMO48501,102.88,11.77
5136,WMO48532,98.62,9.98
5137,WMO48550,100.05,9.47
5138,WMO48552,99.97,8.47
5139,WMO48564,98.40,7.88
5140,WMO48566,99.05,7.53
5141,WMO48568,100.60,7.20
5142,WMO48580,101.15,6.78
5143,WMO48952,106.42,15.68
5144,WMO59995,112.88,9.53
5145,WMO60506,0.30,35.60
5146,WMO61711,-16.45,13.45
5147,WMO61891,-10.85,7.98
5148,WMO62760,25.33,13.62
5149,WMO62770,22.45,13.48
5150,WMO62781,28.43,12.70
5151,WMO63227,48.50,7.95
5152,WMO63247,43.67,3.13
5153,WMO63500,37.67,6.07
5154,WMO63705,32.45,0.05
5155,WMO65459,-0.25,6.08
5156,WMO67666,28.32,-15.42
5157,WMO67689,34.27,-14.32
5158,WMO68234,24.67,-24.60
5159,WMO71397,-64.92,44.98
